cluster_id,lat_centroid,lon_centroid,n_cells,area_km2,score_mean,uncertainty_mean,T_est_C,P10_MWe,P50_MWe,P90_MWe
55.0,41.612767996167634,-77.33939260863337,3.0,48.0,0.6767920851707458,0.10299869626760483,75.0044059753418,0.0,0.0,0.31754454664858345
59.0,45.27787759013108,-86.51782143593692,3.0,48.0,0.6736295819282532,0.10219762474298477,57.70898501078288,0.0,0.0,0.0
4.0,25.732709462731815,-97.1783878537819,23.0,368.0,0.6689767241477966,0.1067073866724968,72.49284744262695,0.0,0.0,1.7656011933572056
29.0,32.07869205892939,-94.75741097469601,5.0,80.0,0.6617535948753357,0.10307104885578156,70.7581901550293,0.0,0.0,0.21146531010795824
30.0,32.087675170679304,-94.31648645260006,8.0,128.0,0.6609338521957397,0.12750592827796936,73.63248189290364,0.0,0.0,0.7217882434481725
12.0,29.157897438529954,-97.24741330501634,7.0,112.0,0.6596410870552063,0.12536413967609406,72.88748423258464,0.0,0.0,0.7372969421617981
26.0,31.767277518265832,-94.8413965979524,3.0,48.0,0.6592907905578613,0.12601254880428314,78.05833180745444,0.0,0.0,0.4475801284932126
13.0,29.144208887291995,-94.66142740526017,3.0,48.0,0.658078134059906,0.11305242776870728,58.495683670043945,0.0,0.0,0.0
6.0,25.90857758841951,-98.59718225020802,7.0,112.0,0.6562143564224243,0.1408757120370865,72.06886291503906,0.0,0.0,0.6643146709155942
3.0,25.658761528326764,-97.85588057554719,3.0,48.0,0.6543118357658386,0.10494804382324219,73.15957387288412,0.0,0.0,0.2628766600828671
43.0,33.45310815666569,-92.93297328377858,4.0,64.0,0.653515636920929,0.12584443390369415,75.97470601399739,0.0,0.0,0.5855528324256174
25.0,31.79123248293226,-93.27266513498516,5.0,80.0,0.6527469754219055,0.13458546996116638,74.24269358317056,0.0,0.0,0.3853968288094406
18.0,30.006587615283394,-89.08238243180115,3.0,48.0,0.643169641494751,0.12233364582061768,54.61473782857259,0.0,0.0,0.0
53.0,41.073781291173006,-80.20390225898466,3.0,48.0,0.643032968044281,0.13519875705242157,75.16030629475912,0.0,0.0,0.4160648119530599
28.0,31.997844053180202,-93.94529999267235,4.0,64.0,0.6429837346076965,0.12174869328737259,78.22179794311523,0.0,0.0,0.8390878477510724
48.0,37.586622863303035,-80.25960700910368,7.0,112.0,0.6421178579330444,0.12486729770898819,78.76925150553384,0.0,0.0,1.3267700863954255
57.0,44.726913402803234,-86.62923093617496,7.0,112.0,0.6420757174491882,0.11558287590742111,57.14297612508138,0.0,0.0,0.0
9.0,27.5368307581747,-98.85171010844418,5.0,80.0,0.636432409286499,0.12802857160568237,92.19746271769206,0.0,0.010864547561178094,4.328035863174865
16.0,29.850880344951616,-84.31694818363823,4.0,64.0,0.6356397867202759,0.12498029321432114,55.90242385864258,0.0,0.0,0.0
58.0,45.27308659719779,-87.36517638486283,10.0,160.0,0.6322880983352661,0.10963759571313858,54.644571940104164,0.0,0.0,0.0
17.0,29.970655168283756,-89.47231568263432,3.0,48.0,0.6261479258537292,0.11894873529672623,53.9172108968099,0.0,0.0,0.0
23.0,31.084561025272638,-81.11874565517014,6.0,96.0,0.6260071396827698,0.1306162029504776,55.50931612650553,0.0,0.0,0.0
24.0,31.665468918433515,-96.10493030497906,4.0,64.0,0.6194631457328796,0.13680654764175415,75.14544169108072,0.0,0.0,0.395938999584923
60.0,48.427955443766315,-102.64006161461555,3.0,48.0,0.6146960854530334,0.09814102202653885,64.09146308898926,0.0,0.0,0.0
