cluster_id,n_cells,area_km2,lat_centroid,lon_centroid,score_mean,score_max,uncertainty_mean,T_est_C,T_source,HF_mW_m2,P10_MWe,P50_MWe,P90_MWe
45.0,155.0,2480.0,34.13912811656046,-91.40592017014048,0.6946847438812256,0.908126950263977,0.1067470833659172,74.87276713053384,heat_flow_proxy,71.84732055664062,0.0,0.0,15.32174485213296
1.0,35.0,560.0,25.587238848108427,-98.6100371925432,0.6924161911010742,0.8588352203369141,0.10326529294252396,75.31488418579102,heat_flow_proxy,72.37786102294922,0.0,0.0,4.230193792206285
21.0,3.0,48.0,30.473709426278734,-96.01119635045187,0.689351499080658,0.71091228723526,0.10814628005027771,75.94532012939453,heat_flow_proxy,73.13438415527344,0.0,0.0,0.44777601018916846
47.0,3.0,48.0,34.03102167924326,-88.85742094093587,0.6885697841644287,0.8126882910728455,0.10299863666296005,78.81542841593425,heat_flow_proxy,76.5785140991211,0.0,0.0,0.7727651163610821
8.0,16.0,256.0,26.165558749550875,-98.49795816405853,0.6855705976486206,0.816164493560791,0.10219460725784302,73.96992365519205,heat_flow_proxy,70.76390838623047,0.0,0.0,1.3972847554537111
0.0,4.0,64.0,25.42220625224579,-98.1070875736801,0.6847888827323914,0.7853809595108032,0.08691027760505676,73.42892964680989,heat_flow_proxy,70.11471557617188,0.0,0.0,0.3594841814244284
39.0,3.0,48.0,33.156665468918646,-94.58644024163841,0.6812412142753601,0.7321107983589172,0.10660561919212341,76.20671590169272,heat_flow_proxy,73.44805908203125,0.0,0.0,0.46663145257393285
10.0,4.0,64.0,28.620194035213892,-98.08459142459357,0.6811661720275879,0.7465452551841736,0.13422472774982452,79.3581771850586,heat_flow_proxy,77.22981262207031,0.0,0.0,0.9069386561180284
20.0,17.0,272.0,30.345479909534916,-101.66081747790786,0.681101381778717,0.7606484889984131,0.11603326350450516,78.24058532714844,heat_flow_proxy,75.88870239257812,0.0,0.0,3.538367101491062
35.0,23.0,368.0,32.923885703573134,-93.23471510956962,0.6807302832603455,0.8449840545654297,0.10380472987890244,73.33522160847981,heat_flow_proxy,70.00226593017578,0.0,0.0,2.1933901919642746
49.0,25.0,400.0,38.815307222422206,-79.7281836929682,0.6789600849151611,0.8167478442192078,0.11994783580303192,77.00619379679361,heat_flow_proxy,74.40743255615234,0.0,0.0,4.300352957791371
7.0,3.0,48.0,25.922266139657467,-98.30580355727777,0.6774186491966248,0.7245292067527771,0.12896578013896942,73.31026077270508,heat_flow_proxy,69.9723129272461,0.0,0.0,0.2285671331812198
55.0,3.0,48.0,41.612767996167634,-77.33939260863337,0.6767920851707458,0.7384332418441772,0.10299869626760483,75.0044059753418,heat_flow_proxy,72.00528717041016,0.0,0.0,0.31754454664858345
59.0,3.0,48.0,45.27787759013108,-86.51782143593692,0.6736295819282532,0.6884438395500183,0.10219762474298477,57.70898501078288,heat_flow_proxy,51.25078201293945,0.0,0.0,0.0
4.0,23.0,368.0,25.732709462731815,-97.1783878537819,0.6689767241477966,0.7832898497581482,0.1067073866724968,72.49284744262695,heat_flow_proxy,68.99141693115234,0.0,0.0,1.7656011933572056
29.0,5.0,80.0,32.07869205892939,-94.75741097469601,0.6617535948753357,0.748049795627594,0.10307104885578156,70.7581901550293,heat_flow_proxy,66.90982818603516,0.0,0.0,0.21146531010795824
30.0,8.0,128.0,32.087675170679304,-94.31648645260006,0.6609338521957397,0.7283003926277161,0.12750592827796936,73.63248189290364,heat_flow_proxy,70.35897827148438,0.0,0.0,0.7217882434481725
12.0,7.0,112.0,29.157897438529954,-97.24741330501634,0.6596410870552063,0.7336617112159729,0.12536413967609406,72.88748423258464,heat_flow_proxy,69.46498107910156,0.0,0.0,0.7372969421617981
26.0,3.0,48.0,31.767277518265832,-94.8413965979524,0.6592907905578613,0.7370304465293884,0.12601254880428314,78.05833180745444,heat_flow_proxy,75.66999816894531,0.0,0.0,0.4475801284932126
13.0,3.0,48.0,29.144208887291995,-94.66142740526017,0.658078134059906,0.6815178394317627,0.11305242776870728,58.495683670043945,heat_flow_proxy,52.194820404052734,0.0,0.0,0.0
6.0,7.0,112.0,25.90857758841951,-98.59718225020802,0.6562143564224243,0.7254237532615662,0.1408757120370865,72.06886291503906,heat_flow_proxy,68.48263549804688,0.0,0.0,0.6643146709155942
3.0,3.0,48.0,25.658761528326764,-97.85588057554719,0.6543118357658386,0.7114001512527466,0.10494804382324219,73.15957387288412,heat_flow_proxy,69.79148864746094,0.0,0.0,0.2628766600828671
43.0,4.0,64.0,33.45310815666569,-92.93297328377858,0.653515636920929,0.7237115502357483,0.12584443390369415,75.97470601399739,heat_flow_proxy,73.16964721679688,0.0,0.0,0.5855528324256174
25.0,5.0,80.0,31.79123248293226,-93.27266513498516,0.6527469754219055,0.6904927492141724,0.13458546996116638,74.24269358317056,heat_flow_proxy,71.09123229980469,0.0,0.0,0.3853968288094406
18.0,3.0,48.0,30.006587615283394,-89.08238243180115,0.643169641494751,0.6658737659454346,0.12233364582061768,54.61473782857259,heat_flow_proxy,47.53768539428711,0.0,0.0,0.0
53.0,3.0,48.0,41.073781291173006,-80.20390225898466,0.643032968044281,0.6655631065368652,0.13519875705242157,75.16030629475912,heat_flow_proxy,72.19236755371094,0.0,0.0,0.4160648119530599
28.0,4.0,64.0,31.997844053180202,-93.94529999267235,0.6429837346076965,0.6930128335952759,0.12174869328737259,78.22179794311523,heat_flow_proxy,75.86615753173828,0.0,0.0,0.8390878477510724
48.0,7.0,112.0,37.586622863303035,-80.25960700910368,0.6421178579330444,0.7032886147499084,0.12486729770898819,78.76925150553384,heat_flow_proxy,76.52310180664062,0.0,0.0,1.3267700863954255
57.0,7.0,112.0,44.726913402803234,-86.62923093617496,0.6420757174491882,0.671081006526947,0.11558287590742111,57.14297612508138,heat_flow_proxy,50.571571350097656,0.0,0.0,0.0
9.0,5.0,80.0,27.5368307581747,-98.85171010844418,0.636432409286499,0.657931387424469,0.12802857160568237,92.19746271769206,heat_flow_proxy,92.63695526123047,0.0,0.010864547561178094,4.328035863174865
16.0,4.0,64.0,29.850880344951616,-84.31694818363823,0.6356397867202759,0.6509812474250793,0.12498029321432114,55.90242385864258,heat_flow_proxy,49.082908630371094,0.0,0.0,0.0
58.0,10.0,160.0,45.27308659719779,-87.36517638486283,0.6322880983352661,0.6850311756134033,0.10963759571313858,54.644571940104164,heat_flow_proxy,47.573486328125,0.0,0.0,0.0
17.0,3.0,48.0,29.970655168283756,-89.47231568263432,0.6261479258537292,0.645253598690033,0.11894873529672623,53.9172108968099,heat_flow_proxy,46.700653076171875,0.0,0.0,0.0
23.0,6.0,96.0,31.084561025272638,-81.11874565517014,0.6260071396827698,0.6557711362838745,0.1306162029504776,55.50931612650553,heat_flow_proxy,48.61117935180664,0.0,0.0,0.0
24.0,4.0,64.0,31.665468918433515,-96.10493030497906,0.6194631457328796,0.6501583456993103,0.13680654764175415,75.14544169108072,heat_flow_proxy,72.17453002929688,0.0,0.0,0.395938999584923
60.0,3.0,48.0,48.427955443766315,-102.64006161461555,0.6146960854530334,0.6287756562232971,0.09814102202653885,64.09146308898926,heat_flow_proxy,58.90975570678711,0.0,0.0,0.0
